transaction_id,transaction_date,month,household_id,region,province_city,family_size,dependent_count,monthly_net_income_php,income_class_assumption,housing_status,transport_profile,schooling_profile,transaction_type,cash_flow_direction,category,subcategory,merchant_or_source,description,amount_php,payment_method,channel,necessity_level,is_recurring,budget_category,monthly_budget_php,budget_period,member_role,school_related,health_related,debt_related,savings_related,status,receipt_available,notes
FEM-PH-202401-0016,2024-01-12,2024-01,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,PHP 45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Transportation,Bus/UV Fare,UV Express,Daily commute,100,Cash ,Physical Store,Need,FALSE,Transportation,3500,Monthly,Child,FALSE,FALSE,FALSE,FALSE,Paid ,FALSE,
FEM-PH-202502-0545,2025-02-09,2025-02,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Food,Public Market,Palengke Vendor,Weekly food supply,2590,Debit Card,Physical Store,Need,TRUE,Food,12000,Weekly,Mother,FALSE,FALSE,FALSE,FALSE,Paid,TRUE,Weekly market/grocery run
FEM-PH-202406-0215,2024-06-10,2024-06,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Food,Public Market,Palengke Vendor,Weekly food supply,2446,Debit Card,Physical Store,Need,TRUE,Food,12000,Weekly,Mother,FALSE,FALSE,FALSE,Yes,Paid,TRUE,Weekly market/grocery run
FEM-PH-202501-0523,2025-01-23,2025-01,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education ,School Allowance,Children Allowance,Weekly school allowance,377,Cash,SCHOOL,Need,TRUE,Education,4000,Weekly,Child,TRUE,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202512-0972,,2025-12,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly school allowance,382,Cash,School,Need,TRUE,Education,4000,Weekly,Child,TRUE,N,FALSE,FALSE,Paid,FALSE,
FEM-PH-202412-0458,12/18/2024,2024-12,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,UTILITIES,LPG,LPG Dealer,LPG,-950,Cash,Bill Payment,need,TRUE,Utilities,4500,Monthly,Household,FALSE,N,FALSE,FALSE,Paid,TRUE,Unexpected expense
FEM-PH-202506-0705,2025-06-13,2025-06,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Utilities ,Water Bill,Water District,Water Bill,627,Cash,Bill Payment,Need,TRUE,Utilities,4500,Monthly,Household,FALSE,FALSE,FALSE,FALSE,Paid,TRUE,School requirement
FEM-PH-202504-0619,2025-04-30,2025-04,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Income,Inflow,Income,SALARY,Mother Salary,Mother Salary,17000,Bank Transfer,Bank/App,Need,TRUE,Income,45000,Monthly,Mother,FALSE,FALSE,FALSE,FALSE,Received,TRUE,Monthly take-home income
FEM-PH-202401-0020,2024-01-03,2024-01,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly school allowance,266,Cash,School,Need,TRUE,Education,4000,Weekly,Child,TRUE,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202508-0816,2025-08-26,2025-08,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Lifestyle & Misc,Personal Care,Watsons,Personal Care,1152,GCash,Bill Payment,Need,0,Lifestyle & Misc,3500,Irregular,Household,FALSE,FALSE,FALSE,FALSE,Paid,FALSE,Unexpected expense
FEM-PH-202508-0796,2025-08-26,2025-08,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Food,Groceries,Local Grocery,Weekly food supply,2197,Debit Card,Physical Store,Need,N,Food,,Weekly,Mother,FALSE,FALSE,FALSE,FALSE,Paid,TRUE,Weekly market/grocery run
FEM-PH-202502-0536,2025-02-03,2025-02,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Housing,Rent,Landlord,Rent,8000,Cash,Physical Store,Need,TRUE,Housing,8000,Monthly,Household,FALSE,FALSE,FALSE,FALSE,Paid,TRUE,Budget concern
FEM-PH-202508-0820,2025-08-29,2025-08,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,School Supplies,Local Bookstore,School Supplies,801,Maya,Online,Need,FALSE,Education,4000,Irregular,Mother,0,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202501-0519,2025-01-25,2025-01,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly school allowance,325,Cash,School,Need,TRUE,Education,4000,Weekly,Child,TRUE,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202501-0502,2025-01-26,2025-01,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Savings,Outflow,emergency fund,Emergency Fund Contribution,Bank Transfer,Emergency Fund Contribution,1500,Cash,Bank/App,Savings,TRUE,Emergency Fund,1500,Monthly,Household,true,FALSE,FALSE,N,Paid,,Price increase noticed
FEM-PH-202402-0059,2024-02-02,2024-02,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly school allowance,353,Cash,School,Need,TRUE,Education,4000,Weekly,Child,TRUE,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202401-0026,2024-01-17,2024-01,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly school allowance,285,Cash,School,Need,TRUE,Education,4000,Weekly,Child,TRUE,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202510-0870,2025-10-26,2025-10,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Savings,Outflow,Emergency Fund,Emergency Fund Contribution,Bank Transfer,Emergency Fund Contribution,"1,500",Cash,Bank/App,Savings,TRUE,Emergency Fund,1500,Monthly,Household,FALSE,FALSE,FALSE,TRUE,Paid,TRUE,School requirement
FEM-PH-202508-0784,2025-08-30,2025-08,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Income,Inflow,Income,side hustle,Occasional Side Hustle,Extra income from small work,2500,GCash,Online,Need,1,Income,45000,Irregular,Mother,FALSE,FALSE,FALSE,FALSE,Received,FALSE,Extra income month
FEM-PH-202406-0245,2024-06-18,2024-06,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Food,N/A,Mang Inasal,Fast Food,456,Maya,Physical Store,Need,FALSE,Food,12000,Irregular,Household,1,FALSE,FALSE,FALSE,Paid,FALSE,Budget concern
FEM-PH-202404-0146,2024-04-18,2024-04,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly school allowance,495,Cash,School,Need,TRUE,Education,4000,Weekly,Child,TRUE,FALSE,FALSE,FALSE,Paid,0,
FEM-PH-202405-0186,2024-05-18,2024-05,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense ,Outflow,Education,School Allowance,Children Allowance,Weekly school allowance,458,Cash,School,Need,TRUE,Education,4000,Weekly,Child,TRUE,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202401-0011,2024-01-03,2024-01,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Food,Public Market,Palengke Vendor,Weekly food supply,2020,Cash,Physical Store,Need,TRUE,Food,12000,Weekly,Mother,FALSE,FALSE,FALSE,FALSE,Paid,FALSE,Weekly market/grocery run
FEM-PH-202509-0823,2025-09-15,2025-09,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Income,Inflow,Income, Salary,Father Salary,Father Salary,28000,Bank Transfer,Bank/App,Need,TRUE,Income,45000,Monthly,Father,FALSE,FALSE,FALSE,FALSE,Received,TRUE,Monthly take-home income
FEM-PH-202507-0746,2025-07-03,2025-07,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Housing,Rent,Landlord,Rent,8000,Bank Transfer,Physical Store,Need,TRUE,Housing,8000,Monthly,Household,FALSE,FALSE,FALSE,FALSE,Paid,TRUE,Paid on time
FEM-PH-202404-0125,2024-04-12,2024-04,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Utilities,Electricity,Meralco,Electricity,3428,Cash,Bill Payment,Need,TRUE,Utilities,4500,Monthly,Household,FALSE,FALSE,FALSE,FALSE,Paid,TRUE,
FEM-PH-202508-0800,2025-08-08,2025-08,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,TRANSPORTATION,Bus/UV Fare,Bus Operator,Daily commute,108,Cash,Physical Store,Need,FALSE,Transportation,3500,Monthly,Mother,N,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202502-0566,2025-02-11,2025-02,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Food,Rice,Rice Retailer,Rice,530, Debit Card,Online,Need,FALSE,Food,12000,Irregular,Child,FALSE,FALSE,FALSE,FALSE,Paid,FALSE,Budget concern
FEM-PH-202512-0969,2025-12-12,2025-12,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,school allowance,Children Allowance,Weekly school allowance,287,Cash ,School,Need,TRUE,Education,4000,Weekly,Child,TRUE,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202402-0046,2024-02-10,2024-02,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Connectivity,Internet,PLDT,Internet,"1,499",Bank Transfer,Bill Payment,Need,TRUE,Connectivity,1500,Monthly,Household,FALSE,FALSE,FALSE,FALSE,Paid,TRUE,Unexpected expense
FEM-PH-202410-0406,2024-10-15,2024-10,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Grocery,PTA/School Fee,Public School,PTA/School Fee,709,Cash,Online ,Need ,No,Education,4000,Irregular,Household,TRUE,FALSE,FALSE,FALSE,Paid,FALSE,Paid on time
FEM-PH-202502-0567,2025-02-11,2025-02,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Lifestyle & Misc,Personal Care,Watsons,Personal Care,965,Bank Transfer,Online,Need,FALSE,Lifestyle & Misc,3500,Irregular,Child,FALSE,FALSE,FALSE,FALSE,Paid ,FALSE,Promo/discount used
FEM-PH-202403-0103,2024-03-04,2024-03,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education, School Allowance,Children Allowance,Weekly school allowance,476,Cash,School,Need,TRUE,Education,4000,Weekly,Child,TRUE,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202511-0926,2025-11-19,2025-11,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly school allowance,286,Cash,School,Need,TRUE,Education,4000,Weekly,Child,TRUE,,FALSE,FALSE,Paid,No,
FEM-PH-202406-0235,2024-06-24,2024-06,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly school allowance,306,Cash,School,Need,TRUE,Education,4000,Weekly,Child,TRUE,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202510-0865,2025-10-13,2025-10,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Utilities,Water Bill,Water District,Water Bill,809,GCash,Bill Payment,Need,TRUE,Utilities,4500,Monthly,Household,FALSE,FALSE,FALSE,FALSE,Paid,TRUE,Paid on time
FEM-PH-202409-0358,2024-09-01,2024-09,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly school allowance,341.00,Cash,School,Need,TRUE,Education,4000,Weekly,Child,TRUE,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202512-0952,2025-12-26,2025-12,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Savings,Outflow,Emergency Fund,Emergency Fund Contribution,Bank Transfer,Emergency Fund Contribution,1500,Bank Transfer ,Bank/App,Savings,TRUE,Emergency Fund,1500,Monthly,Household,FALSE,FALSE,FALSE,TRUE,paid,TRUE,
FEM-PH-202512-0978,2025-12-13,2025-12,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Lifestyle & Misc,Clothing,Department Store,Clothing,620,GCash,Physical Store,Want,FALSE,Lifestyle & Misc,3500,Irregular,Father,FALSE,FALSE,true,FALSE,Paid,TRUE,Unexpected expense
FEM-PH-202404-0145,2024-04-11,2024-04,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly school allowance,277,Cash,School,Need,Yes,Education,4000,Weekly,Child,TRUE,No,FALSE,FALSE,Paid,FALSE,
FEM-PH-202403-0083,2024-03-30,2024-03,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Income,Inflow,Income,SALARY,Mother Salary,Mother Salary,17000,Bank Transfer,Bank/App,Need,TRUE,Income,45000,Monthly,Mother,FALSE,FALSE,FALSE,FALSE,Received,TRUE,Monthly take-home income
FEM-PH-202412-0479,2024-12-19,2024-12,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,EXPENSE,Outflow,Education,School Allowance,Children Allowance,Weekly school allowance,264.00,Cash,School,Need,TRUE,Education,4000,Weekly,Child,TRUE,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202509-0841,2025-09-03,2025-09,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly school allowance,474,Cash,School,Need,1,Education,4000,Weekly,Child,TRUE,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202508-0808,2025-08-09,2025-08,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly school allowance,285,Cash,School,Need,TRUE,Education,"4,000",Weekly,Child,TRUE,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202410-0373,2024-10-30,2024-10,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Income,Inflow,Income,Salary,Mother Salary,Mother Salary,17000,Bank Transfer,Bank/App,Need,false,Income,45000,Monthly,Mother,FALSE,FALSE,FALSE,FALSE,Received,TRUE,
FEM-PH-202504-0658,2025-04-17,2025-04,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Food,Drinking Water,Water Refilling Station,Drinking Water,358,Maya,Physical Store,Need,FALSE,Food,12000,Irregular,Household,FALSE,FALSE,FALSE,FALSE,Paid,FALSE,School requirement
FEM-PH-202504-0650,2025-04-23,2025-04,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,expense,Outflow,Education,School Allowance,Children Allowance,Weekly school allowance,377,Cash,School,Need,TRUE,Education,4000,Weekly,Child,TRUE,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202509-0855,2025-09-22,2025-09,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Food,Fast Food,McDonald's,Fast Food,309,Debit Card,Physical Store,Need,FALSE,Food,12000,Irregular,Household,FALSE,FALSE,FALSE,false,Paid,TRUE,Paid on time
FEM-PH-202410-0385,2024-10-17,2024-10,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Food,Public Market ,Palengke Vendor,Weekly food supply,-2609,GCash,Physical Store,Need,TRUE,Food,12000,Weekly,Mother,FALSE,FALSE,FALSE,FALSE,Paid,FALSE,Weekly market/grocery run
FEM-PH-202404-0121,2024-04-15,2024-04,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Income,Inflow,Income,Salary,Father Salary,Father Salary,28000,Bank Transfer,Bank/App,Need,TRUE,Income,45000,Monthly,Father,FALSE,FALSE,false,FALSE,Received,TRUE,Monthly take-home income
FEM-PH-202507-0776,2025-07-25,2025-07,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Food,Drinking Water,Water Refilling Station,Drinking Water,576,Cash,Online,Need ,FALSE,Food,12000,Irregular,Father,FALSE,FALSE,FALSE,FALSE,Paid,FALSE,Unexpected expense
FEM-PH-202405-0194,2024-05-19,2024-05,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly school allowance,368,Cash,School,need,TRUE,Education,4000,Weekly,Child,TRUE,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202511-0938,2025-11-11,2025-11,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,EXPENSE,Outflow,Food,Groceries,SM Supermarket,Groceries,278,Bank Transfer,School,Need,FALSE,Food,12000,Irregular,Child,FALSE,FALSE,FALSE,FALSE,Paid,TRUE,School requirement
FEM-PH-202408-0311,2024-08-03,2024-08,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,"45,000",middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly school allowance,484,Cash,School,Need,TRUE,Education,4000,Weekly,Child,TRUE,FALSE,0,FALSE,Paid,FALSE,
FEM-PH-202401-0021,2024-01-09,2024-01,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly school allowance,483,cash,School,Need,TRUE,Education,4000,Weekly,Child,1,FALSE,FALSE,FALSE,Paid,FALSE,
FEM-PH-202502-0550,2025-02-03,2025-02,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Transportation,Jeepney Fare,Jeepney Operator,Daily commute,51,Cash,Physical Store,Need,FALSE,Transportation,3500,Monthly,Mother,FALSE,FALSE,FALSE,FALSE, Paid,FALSE,
FEM-PH-202505-0676,2025-05-26,2025-05,HH-PH-0001,Region III - Central Luzon,bulacan / ncr commuter area,5,3,,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Food ,Groceries,Puregold,Weekly food supply,2784,Debit Card,Physical Store,Need,TRUE,Food,12000,Weekly,Mother,FALSE,FALSE,FALSE,FALSE,Paid,FALSE,Weekly market/grocery run
FEM-PH-202412-0455,2024-12-03,2024-12,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,housing,Rent,Landlord,Rent,8000,Cash,Physical Store,Need ,TRUE,Housing,8000,Monthly,Household,FALSE,FALSE,FALSE,FALSE,Paid,TRUE,Price increase noticed
FEM-PH-202502-0541,2025-02-20,2025-02,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Debt Payment,Outflow,Debt/Loans,Loan Payment,Cooperative Loan,Loan Payment,2000,GCash,Bill Payment,Obligation,TRUE,Debt/Loans,2000,Monthly,Mother,FALSE,1,TRUE,FALSE,Paid,TRUE,School requirement
FEM-PH-202511-0939,2025-11-01,2025-11,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow, Education,PTA/School Fee,Public School,PTA/School Fee,₱445,GCash,ONLINE,Need,FALSE,Education,4000,Irregular,Household,TRUE,FALSE,FALSE,false,Paid,FALSE,School requirement
FEM-PH-202405-0180,2024-02-30,2024-05,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Transportation,Tricycle Fare,Tricycle Driver,Daily commute,90,Cash,Physical Store,Need,FALSE,Transportation,3500,Monthly,Child,FALSE,FALSE,1,FALSE,Paid,FALSE,
FEM-PH-202503-0615,2025-03-23,2025-03,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Lifestyle & Misc,Household Item,Mr. DIY,Household Item,719,Bank Transfer,Bill Payment,Need,FALSE,Lifestyle & Misc,3500,Irregular,Child,FALSE,FALSE,FALSE,FALSE,Paid,TRUE,Regular household expense
FEM-PH-202408-0313,2024-08-18,2024-08,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000,middle-income scenario for academic simulation,Renting,Public commute + occasional tricycle,3 dependent children in public school with recurring projects/allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly school allowance,448,Cash,School,Need,TRUE,Education,4000,Weekly,Child,TRUE,FALSE,FALSE,FALSE, Paid,FALSE,
