transaction_id,date,month,household_id,region,province_city,family_size,dependent_count,monthly_net_income_php,income_class_assumption,housing_status,transport_profile,schooling_profile,transaction_type,cash_flow_direction,category,subcategory,merchant,description,amount_php,payment_method,channel,necessity_type,is_recurring,budget_category,budget_limit_php,budget_period,member_role,school_related,health_related,debt_related,savings_related,status,receipt_available,notes,outlier_flag,outlier_reason,year,month_number,month_name,year_month,quarter,actual_amount,budget_amount,budget_variance,expense_group
FEM-PH-202508-0794,2025-08-09,2025-08,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Food,Public Market,Palengke Vendor,Weekly Food Supply,2624.0,Debit Card,Physical Store,Need,Yes,Food,12000.0,Weekly,Mother,No,No,No,No,Paid,Yes,Weekly Market/Grocery Run,No,,2025,8,August,2025-08,Q3,2624.0,12000.0,-9376.0,Needs
FEM-PH-202502-0573,2025-02-15,2025-02,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Food,School Snacks,Sari-Sari Store,School Snacks,306.0,Bank Transfer,Bill Payment,Need,No,Food,12000.0,Irregular,Mother,No,No,No,No,Paid,No,No notes provided,No,,2025,2,February,2025-02,Q1,306.0,12000.0,-11694.0,Needs
FEM-PH-202506-0740,2025-06-24,2025-06,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,PTA/School Fee,Public School,PTA/School Fee,1234.0,Maya,School,Need,No,Education,4000.0,Irregular,Mother,Yes,No,No,No,Paid,Yes,No notes provided,Yes,Above category range,2025,6,June,2025-06,Q2,1234.0,4000.0,-2766.0,Needs
Unknown,2024-09-19,2024-09,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly School Allowance,451.0,Cash,School,Need,Yes,Education,4000.0,Weekly,Child,Yes,Yes,No,No,Paid,No,No notes provided,No,,2024,9,September,2024-09,Q3,451.0,4000.0,-3549.0,Needs
FEM-PH-202405-0173,2024-05-04,2024-05,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Food,Groceries,Sm Supermarket,Weekly Food Supply,1833.0,Debit Card,Physical Store,Need,Yes,Food,12000.0,Weekly,Mother,No,No,No,No,Paid,No,Weekly Market/Grocery Run,No,,2024,5,May,2024-05,Q2,1833.0,12000.0,-10167.0,Needs
FEM-PH-202512-0962,2025-12-04,2025-12,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Transportation,Jeepney Fare,Jeepney Operator,Daily Commute,93.0,Cash,Physical Store,Need,No,Transportation,3500.0,Monthly,Child,No,No,No,No,Paid,No,No notes provided,No,,2025,12,December,2025-12,Q4,93.0,3500.0,-3407.0,Needs
FEM-PH-202404-0134,2024-04-24,2024-04,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Food,Groceries,Sm Supermarket,Weekly Food Supply,-2044.0,Debit Card,Physical Store,Need,Yes,Food,12000.0,Weekly,Mother,Unknown,No,No,No,Paid,Yes,Weekly Market/Grocery Run,Yes,Negative amount,2024,4,April,2024-04,Q2,-2044.0,12000.0,-14044.0,Needs
FEM-PH-202412-0486,2024-12-25,2024-12,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Food,Public Market,Palengke Vendor,Public Market,218.0,Maya,Bill Payment,Need,No,Food,12000.0,Irregular,Household,No,No,No,No,Paid,No,Unexpected Expense,No,,2024,12,December,2024-12,Q4,218.0,12000.0,-11782.0,Needs
FEM-PH-202507-0753,2025-07-26,2025-07,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Savings,Outflow,Emergency Fund,Unknown,Bank Transfer,Emergency Fund Contribution,1500.0,Cash,Bank/App,Savings,Yes,Emergency Fund,1500.0,Monthly,Household,No,No,No,Yes,Paid,Yes,Budget Concern,No,,2025,7,July,2025-07,Q3,1500.0,1500.0,0.0,Savings
FEM-PH-202508-0811,2025-08-04,2025-08,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly School Allowance,286.0,Cash,School,Need,Yes,Education,4000.0,Weekly,Child,Yes,No,No,No,Paid,No,No notes provided,No,,2025,8,August,2025-08,Q3,286.0,4000.0,-3714.0,Needs
Unknown,2025-12-27,2025-12,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,School Supplies,National Book Store,School Supplies,1293.0,Debit Card,School,Need,No,Education,4000.0,Irregular,Mother,Yes,No,No,No,Paid,No,Paid On Time,Yes,Above category range,2025,12,December,2025-12,Q4,1293.0,4000.0,-2707.0,Needs
FEM-PH-202501-0526,2025-01-08,2025-01,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Lifestyle & Misc,Appliance Repair,Repair Shop,Appliance Repair,1441.0,GCash,Physical Store,Need,No,Lifestyle & Misc,3500.0,Irregular,Mother,No,No,No,Yes,Paid,No,School Requirement,No,,2025,1,January,2025-01,Q1,1441.0,3500.0,-2059.0,Wants
FEM-PH-202401-0017,2024-01-06,2024-01,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Transportation,Bus/UV Fare,UV Express,Daily Commute,157.0,Cash,Physical Store,Need,No,Transportation,3500.0,Monthly,Father,No,No,No,No,Paid,No,No notes provided,No,,2024,1,January,2024-01,Q1,157.0,3500.0,-3343.0,Needs
FEM-PH-202508-0812,2025-08-10,2025-08,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly School Allowance,470.0,Cash,School,Need,Yes,Education,4000.0,Weekly,Child,Yes,No,No,No,Paid,No,No notes provided,No,,2025,8,August,2025-08,Q3,470.0,4000.0,-3530.0,Needs
FEM-PH-202401-0016,2024-01-12,2024-01,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Transportation,Bus/UV Fare,UV Express,Daily Commute,100.0,Cash,Physical Store,Need,No,Transportation,3500.0,Monthly,Child,No,No,No,No,Paid,No,No notes provided,No,,2024,1,January,2024-01,Q1,100.0,3500.0,-3400.0,Needs
FEM-PH-202502-0545,2025-02-09,2025-02,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Food,Public Market,Palengke Vendor,Weekly Food Supply,2590.0,Debit Card,Physical Store,Need,Yes,Food,12000.0,Weekly,Mother,No,No,No,No,Paid,Yes,Weekly Market/Grocery Run,No,,2025,2,February,2025-02,Q1,2590.0,12000.0,-9410.0,Needs
FEM-PH-202406-0215,2024-06-10,2024-06,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Food,Public Market,Palengke Vendor,Weekly Food Supply,2446.0,Debit Card,Physical Store,Need,Yes,Food,12000.0,Weekly,Mother,No,No,No,Yes,Paid,Yes,Weekly Market/Grocery Run,No,,2024,6,June,2024-06,Q2,2446.0,12000.0,-9554.0,Needs
FEM-PH-202501-0523,2025-01-23,2025-01,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly School Allowance,377.0,Cash,School,Need,Yes,Education,4000.0,Weekly,Child,Yes,No,No,No,Paid,No,No notes provided,No,,2025,1,January,2025-01,Q1,377.0,4000.0,-3623.0,Needs
FEM-PH-202412-0458,2024-12-18,2024-12,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Utilities,Lpg,Lpg Dealer,Lpg,-950.0,Cash,Bill Payment,Need,Yes,Utilities,4500.0,Monthly,Household,No,No,No,No,Paid,Yes,Unexpected Expense,Yes,Negative amount,2024,12,December,2024-12,Q4,-950.0,4500.0,-5450.0,Needs
FEM-PH-202506-0705,2025-06-13,2025-06,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Utilities,Water Bill,Water District,Water Bill,627.0,Cash,Bill Payment,Need,Yes,Utilities,4500.0,Monthly,Household,No,No,No,No,Paid,Yes,School Requirement,No,,2025,6,June,2025-06,Q2,627.0,4500.0,-3873.0,Needs
FEM-PH-202504-0619,2025-04-30,2025-04,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Income,Inflow,Income,Salary,Mother Salary,Mother Salary,17000.0,Bank Transfer,Bank/App,Need,Yes,Income,45000.0,Monthly,Mother,No,No,No,No,Received,Yes,Monthly Take-Home Income,No,,2025,4,April,2025-04,Q2,17000.0,45000.0,-28000.0,Unknown
FEM-PH-202401-0020,2024-01-03,2024-01,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly School Allowance,266.0,Cash,School,Need,Yes,Education,4000.0,Weekly,Child,Yes,No,No,No,Paid,No,No notes provided,No,,2024,1,January,2024-01,Q1,266.0,4000.0,-3734.0,Needs
FEM-PH-202508-0816,2025-08-26,2025-08,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Lifestyle & Misc,Personal Care,Watsons,Personal Care,1152.0,GCash,Bill Payment,Need,No,Lifestyle & Misc,3500.0,Irregular,Household,No,No,No,No,Paid,No,Unexpected Expense,No,,2025,8,August,2025-08,Q3,1152.0,3500.0,-2348.0,Wants
FEM-PH-202508-0796,2025-08-26,2025-08,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Food,Groceries,Local Grocery,Weekly Food Supply,2197.0,Debit Card,Physical Store,Need,No,Food,,Weekly,Mother,No,No,No,No,Paid,Yes,Weekly Market/Grocery Run,No,,2025,8,August,2025-08,Q3,2197.0,0.0,2197.0,Needs
FEM-PH-202502-0536,2025-02-03,2025-02,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Housing,Rent,Landlord,Rent,8000.0,Cash,Physical Store,Need,Yes,Housing,8000.0,Monthly,Household,No,No,No,No,Paid,Yes,Budget Concern,No,,2025,2,February,2025-02,Q1,8000.0,8000.0,0.0,Needs
FEM-PH-202508-0820,2025-08-29,2025-08,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,School Supplies,Local Bookstore,School Supplies,801.0,Maya,Online,Need,No,Education,4000.0,Irregular,Mother,No,No,No,No,Paid,No,No notes provided,Yes,Above category range,2025,8,August,2025-08,Q3,801.0,4000.0,-3199.0,Needs
FEM-PH-202501-0519,2025-01-25,2025-01,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly School Allowance,325.0,Cash,School,Need,Yes,Education,4000.0,Weekly,Child,Yes,No,No,No,Paid,No,No notes provided,No,,2025,1,January,2025-01,Q1,325.0,4000.0,-3675.0,Needs
FEM-PH-202501-0502,2025-01-26,2025-01,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Savings,Outflow,Emergency Fund,Emergency Fund Contribution,Bank Transfer,Emergency Fund Contribution,1500.0,Cash,Bank/App,Savings,Yes,Emergency Fund,1500.0,Monthly,Household,Yes,No,No,No,Paid,Unknown,Price Increase Noticed,No,,2025,1,January,2025-01,Q1,1500.0,1500.0,0.0,Savings
FEM-PH-202402-0059,2024-02-02,2024-02,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly School Allowance,353.0,Cash,School,Need,Yes,Education,4000.0,Weekly,Child,Yes,No,No,No,Paid,No,No notes provided,No,,2024,2,February,2024-02,Q1,353.0,4000.0,-3647.0,Needs
FEM-PH-202401-0026,2024-01-17,2024-01,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly School Allowance,285.0,Cash,School,Need,Yes,Education,4000.0,Weekly,Child,Yes,No,No,No,Paid,No,No notes provided,No,,2024,1,January,2024-01,Q1,285.0,4000.0,-3715.0,Needs
FEM-PH-202510-0870,2025-10-26,2025-10,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Savings,Outflow,Emergency Fund,Emergency Fund Contribution,Bank Transfer,Emergency Fund Contribution,1500.0,Cash,Bank/App,Savings,Yes,Emergency Fund,1500.0,Monthly,Household,No,No,No,Yes,Paid,Yes,School Requirement,No,,2025,10,October,2025-10,Q4,1500.0,1500.0,0.0,Savings
FEM-PH-202508-0784,2025-08-30,2025-08,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Income,Inflow,Income,Side Hustle,Occasional Side Hustle,Extra Income From Small Work,2500.0,GCash,Online,Need,Yes,Income,45000.0,Irregular,Mother,No,No,No,No,Received,No,Extra Income Month,No,,2025,8,August,2025-08,Q3,2500.0,45000.0,-42500.0,Unknown
FEM-PH-202406-0245,2024-06-18,2024-06,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Food,Unknown,Mang Inasal,Fast Food,456.0,Maya,Physical Store,Need,No,Food,12000.0,Irregular,Household,Yes,No,No,No,Paid,No,Budget Concern,No,,2024,6,June,2024-06,Q2,456.0,12000.0,-11544.0,Wants
FEM-PH-202404-0146,2024-04-18,2024-04,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly School Allowance,495.0,Cash,School,Need,Yes,Education,4000.0,Weekly,Child,Yes,No,No,No,Paid,No,No notes provided,No,,2024,4,April,2024-04,Q2,495.0,4000.0,-3505.0,Needs
FEM-PH-202405-0186,2024-05-18,2024-05,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly School Allowance,458.0,Cash,School,Need,Yes,Education,4000.0,Weekly,Child,Yes,No,No,No,Paid,No,No notes provided,No,,2024,5,May,2024-05,Q2,458.0,4000.0,-3542.0,Needs
FEM-PH-202401-0011,2024-01-03,2024-01,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Food,Public Market,Palengke Vendor,Weekly Food Supply,2020.0,Cash,Physical Store,Need,Yes,Food,12000.0,Weekly,Mother,No,No,No,No,Paid,No,Weekly Market/Grocery Run,No,,2024,1,January,2024-01,Q1,2020.0,12000.0,-9980.0,Needs
FEM-PH-202509-0823,2025-09-15,2025-09,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Income,Inflow,Income,Salary,Father Salary,Father Salary,28000.0,Bank Transfer,Bank/App,Need,Yes,Income,45000.0,Monthly,Father,No,No,No,No,Received,Yes,Monthly Take-Home Income,No,,2025,9,September,2025-09,Q3,28000.0,45000.0,-17000.0,Unknown
FEM-PH-202507-0746,2025-07-03,2025-07,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Housing,Rent,Landlord,Rent,8000.0,Bank Transfer,Physical Store,Need,Yes,Housing,8000.0,Monthly,Household,No,No,No,No,Paid,Yes,Paid On Time,No,,2025,7,July,2025-07,Q3,8000.0,8000.0,0.0,Needs
FEM-PH-202404-0125,2024-04-12,2024-04,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Utilities,Electricity,Meralco,Electricity,3428.0,Cash,Bill Payment,Need,Yes,Utilities,4500.0,Monthly,Household,No,No,No,No,Paid,Yes,No notes provided,No,,2024,4,April,2024-04,Q2,3428.0,4500.0,-1072.0,Needs
FEM-PH-202508-0800,2025-08-08,2025-08,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Transportation,Bus/UV Fare,Bus Operator,Daily Commute,108.0,Cash,Physical Store,Need,No,Transportation,3500.0,Monthly,Mother,No,No,No,No,Paid,No,No notes provided,No,,2025,8,August,2025-08,Q3,108.0,3500.0,-3392.0,Needs
FEM-PH-202502-0566,2025-02-11,2025-02,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Food,Rice,Rice Retailer,Rice,530.0,Debit Card,Online,Need,No,Food,12000.0,Irregular,Child,No,No,No,No,Paid,No,Budget Concern,No,,2025,2,February,2025-02,Q1,530.0,12000.0,-11470.0,Needs
FEM-PH-202512-0969,2025-12-12,2025-12,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly School Allowance,287.0,Cash,School,Need,Yes,Education,4000.0,Weekly,Child,Yes,No,No,No,Paid,No,No notes provided,No,,2025,12,December,2025-12,Q4,287.0,4000.0,-3713.0,Needs
FEM-PH-202402-0046,2024-02-10,2024-02,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Connectivity,Internet,Pldt,Internet,1499.0,Bank Transfer,Bill Payment,Need,Yes,Connectivity,1500.0,Monthly,Household,No,No,No,No,Paid,Yes,Unexpected Expense,No,,2024,2,February,2024-02,Q1,1499.0,1500.0,-1.0,Needs
FEM-PH-202410-0406,2024-10-15,2024-10,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Food,PTA/School Fee,Public School,PTA/School Fee,709.0,Cash,Online,Need,No,Education,4000.0,Irregular,Household,Yes,No,No,No,Paid,No,Paid On Time,No,,2024,10,October,2024-10,Q4,709.0,4000.0,-3291.0,Needs
FEM-PH-202502-0567,2025-02-11,2025-02,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Lifestyle & Misc,Personal Care,Watsons,Personal Care,965.0,Bank Transfer,Online,Need,No,Lifestyle & Misc,3500.0,Irregular,Child,No,No,No,No,Paid,No,Promo/Discount Used,No,,2025,2,February,2025-02,Q1,965.0,3500.0,-2535.0,Wants
FEM-PH-202403-0103,2024-03-04,2024-03,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly School Allowance,476.0,Cash,School,Need,Yes,Education,4000.0,Weekly,Child,Yes,No,No,No,Paid,No,No notes provided,No,,2024,3,March,2024-03,Q1,476.0,4000.0,-3524.0,Needs
FEM-PH-202511-0926,2025-11-19,2025-11,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly School Allowance,286.0,Cash,School,Need,Yes,Education,4000.0,Weekly,Child,Yes,Unknown,No,No,Paid,No,No notes provided,No,,2025,11,November,2025-11,Q4,286.0,4000.0,-3714.0,Needs
FEM-PH-202406-0235,2024-06-24,2024-06,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly School Allowance,306.0,Cash,School,Need,Yes,Education,4000.0,Weekly,Child,Yes,No,No,No,Paid,No,No notes provided,No,,2024,6,June,2024-06,Q2,306.0,4000.0,-3694.0,Needs
FEM-PH-202510-0865,2025-10-13,2025-10,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Utilities,Water Bill,Water District,Water Bill,809.0,GCash,Bill Payment,Need,Yes,Utilities,4500.0,Monthly,Household,No,No,No,No,Paid,Yes,Paid On Time,No,,2025,10,October,2025-10,Q4,809.0,4500.0,-3691.0,Needs
FEM-PH-202409-0358,2024-09-01,2024-09,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Expense,Outflow,Education,School Allowance,Children Allowance,Weekly School Allowance,341.0,Cash,School,Need,Yes,Education,4000.0,Weekly,Child,Yes,No,No,No,Paid,No,No notes provided,No,,2024,9,September,2024-09,Q3,341.0,4000.0,-3659.0,Needs
FEM-PH-202512-0952,2025-12-26,2025-12,HH-PH-0001,Region III - Central Luzon,Bulacan / NCR commuter area,5,3,45000.0,Middle-Income Scenario For Academic Simulation,Renting,Public Commute + Occasional Tricycle,3 Dependent Children In Public School With Recurring Projects/Allowance,Savings,Outflow,Emergency Fund,Emergency Fund Contribution,Bank Transfer,Emergency Fund Contribution,1500.0,Bank Transfer,Bank/App,Savings,Yes,Emergency Fund,1500.0,Monthly,Household,No,No,No,Yes,Paid,Yes,No notes provided,No,,2025,12,December,2025-12,Q4,1500.0,1500.0,0.0,Savings
